followers_count,urls,created_at,text
1420,[],Thu Mar 30 22:41:19 +0000 2017,Congratulations to @SpaceX and their team for bringing the future of spaceflight a lot closer with this successful launch and landing!
1198,[],Thu Mar 30 23:00:40 +0000 2017,RT @SpaceX: Successful deployment of SES-10 to geostationary transfer orbit confirmed. https://t.co/FkVoUYSsmq
2085,['https://twitter.com/TimOster/status/736384365605879808'],Thu Mar 30 22:43:27 +0000 2017,RT @zombie_nyc: \xd0\xba\xd1\x80\xd1\x83\xd1\x82\xd0\xbe\rhttps://t.co/nlaDSZHUyr
7719,['http://engt.co/2nQDD3x'],Thu Mar 30 23:04:35 +0000 2017,SpaceX successfully relaunched a Falcon 9 rocket https://t.co/jIG1J5Gu8i https://t.co/fzOFd3VkLk
1451,[None],Thu Mar 30 22:46:40 +0000 2017,"RT @News6James: BREAKING: Spaceflight History - @elonmusk and @SpaceX launch, land world's first reusable rocket #Falcon9\xe2\x80\xa6 "
5984,['http://pops.ci/5JKq38'],Thu Mar 30 23:12:38 +0000 2017,"RT @PopSci: SpaceX just flew a used rocket for the first time\xe2\x80\x94and stuck the landing, too https://t.co/ALjoglhKu1 #Falcon9 https://t.co/CcJq\xe2\x80\xa6"
220736,['http://kommersant.ru/doc/3256987'],Thu Mar 30 22:58:13 +0000 2017,SpaceX \xd1\x83\xd1\x81\xd0\xbf\xd0\xb5\xd1\x88\xd0\xbd\xd0\xbe \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd1\x82\xd0\xb8\xd0\xbb\xd0\xb0 \xd0\xb2 \xd0\xba\xd0\xbe\xd1\x81\xd0\xbc\xd0\xbe\xd1\x81 \xd0\xb8\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xb7\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xb2\xd1\x88\xd0\xb8\xd0\xb9\xd1\x81\xd1\x8f \xd0\xbd\xd0\xbe\xd1\x81\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c https://t.co/LAhsOYl30n
3960,['https://www.youtube.com/watch?v=xsZSXav4wI8'],Thu Mar 30 22:40:29 +0000 2017,Hell yeah!!! @spacex @elonmusk https://t.co/dT9aqrKpW3
1411,['https://twitter.com/jmortegamlg/status/847574867226624002'],Thu Mar 30 22:29:38 +0000 2017,RT @Prescott_L_J: Awesome patch! #falcon9  up in 3 minutes!!! https://t.co/VNnKtuwDie
6539,[],Thu Mar 30 22:50:23 +0000 2017,.@SpaceX peeps: did they say anything about rocket fairing recovery? I couldn't hear
17113,[None],Thu Mar 30 22:44:11 +0000 2017,RT @NASA: Congrats @SpaceX on another historic launch! Our iconic launch pads at @NASAKennedy continue to support the growing\xe2\x80\xa6
2631,[None],Thu Mar 30 22:45:29 +0000 2017,"RT @BNONews: BREAKING: SpaceX successfully lands re-used rocket on ocean platform, marking the 1st time a rocket has been used m\xe2\x80\xa6 "
1572,['https://www.instagram.com/p/BSR3QwNj-Aj/'],Thu Mar 30 22:31:21 +0000 2017,".spacex with another successful launch... #LoveFL #TheFinalFrontier @ Conway, Florida https://t.co/8l8nqwQVCr"
17407,[],Thu Mar 30 22:38:16 +0000 2017,I will not apologize for staring at my phone in the middle of a reception when I'm watching a rocket launch and land in real time. #SpaceX
1259,[],Thu Mar 30 22:37:40 +0000 2017,"There is history sitting on top of a drone ship in the Atlantic called ""Of course I still love you"" @SpaceX"
2157,['http://www.theverge.com/2017/3/30/15117096/spacex-launch-reusable-rocket-success-falcon-9-landing'],Thu Mar 30 23:01:41 +0000 2017,SpaceX makes aerospace history with successful landing of a used rocket https://t.co/91PiSIstzI #WRH
24471,[],Thu Mar 30 23:00:43 +0000 2017,"RT WIRED : RT WIREDScience: If #SpaceX recovers the payload fairing, they might rack up another reusability first tonight. Board member dfj\xe2\x80\xa6"
2128,[],Thu Mar 30 22:37:13 +0000 2017,RT @kchebs: Great job @SpaceX and @elonmusk! #reusability #rockets #space
22958,['https://twitter.com/i/web/status/847577333103943681'],Thu Mar 30 22:32:38 +0000 2017,".@SpaceX Ssa porra t\xc3\xa1 no espa\xc3\xa7o e vai voltar. Agradecimentos \xc3\xa0 todos astr\xc3\xb4nomos, que tenham o or\xc3\xa7amento que precise\xe2\x80\xa6 https://t.co/oKbkL23MoX"
6039,[],Thu Mar 30 23:00:31 +0000 2017,RT @SpaceX: Successful deployment of SES-10 to geostationary transfer orbit confirmed. https://t.co/FkVoUYSsmq
1252,[],Thu Mar 30 23:00:39 +0000 2017,RT @ScienceChannel: They're GO for launch! Let's go @spacex!
